id_producto;nombre_producto;categoria;precio_con_iva;stock_disponible
31229;"Aros de Plata 925 Diseño Cadena Mariposa con Circones Rosados";"Aros Circón Largo";6200;15
31225;"Aros de Plata 925 Diseño Cadena Mariposa Lisa con Circones Azules";"Aros Circón Largo";8000;35
31220;"Pulsera de Plata 925 Macramé Diseño Tubular y Ágatas Verdes , Ajustable";"Pulsera Macramé Hilo";6300;19
31221;"Pulsera de Plata Diseño Tubular con Cuadrados y Amatista";"Pulsera de Plata";11400;9
31222;"Pulsera de Plata 925 Colgante Cola de Ballena con Dijes Colgantes de Circón";"Pulsera con Circón";13500;53
31223;"Aros de Plata 925 Piercing de Tope Varita con Microcircones";Piercing;4300;16
31224;"Colgante de Plata 925 Diseño Trébol con Pequeña Chinita Esmaltada";"Colgantes de Plata";4700;19
31218;"Pulsera de Plata 925 Diseño Tubular con Ágatas y Cubos";"Pulsera de Plata";11400;32
31219;"Aros de Plata 925 Argollas con Colgante Corazón Rosado y Circón";"Argollas con Colgantes";7500;6
31215;"Pulsera de Plata 925 Diseño Estrellas con Circones y Esferas";"Pulsera con Circón";8200;41
31216;"Pulsera de Plata 925 Macramé Rosa Tubular con Cristales y Esferas , Ajustable";"Pulsera Macramé Hilo";6300;18
31217;"Pulsera de Plata 925 Macramé color Palo de Rosa con Cristales , Esferas y Piedras de Río , Ajustable";"Pulsera Macramé Hilo";6300;16
31210;"Aros Enchapados en Oro Diseño Irregular con Placa Color Rosa";"Enchapado en Oro";5000;28
31211;"Aros de Plata 925 Diseño Mariposa con Ala Circón";"Aro Circón Pegados";4500;88
31212;"Aros de Plata 925 Gran Libélula con Circones y Ópalo Australiano";"Aro Circón Pegados";8700;39
31213;"Aros de Plata 925 Diseño Serie de Cristales Rosa con Colgante Gota Tornasol";"Aros Circón Largo";6400;14
31214;"Aros de Plata 925 Diseño Ondas con Mariosa Tornasol";"Aros Circón Largo";7500;4
31205;"Collar Enchapado en Oro Diseño Ágatas en Tonos Amatista con Mostacillas Cilindricas Satinadas y Gota Cristal Swarovski Elements";"Collares Enchapado";15000;3
31206;"Aros de Plata 925 Diseño Corazón con Serie Circones de Colores";Argollas;6800;55
31207;"Aros de Plata 925 Diseño Mariposa Tornasol con Cristales de Colores";"Aros Circón Largo";7600;59
31208;"Aros Enchapados en Oro Diseño Argollas Biseladas con Broche Criollo";"Enchapado en Oro";8200;19
31209;"Pulsera de Plata 925 Macramé Tubular con Cristales Color Lila y Esferas , Ajustable";"Pulsera Macramé Hilo";6600;29
31202;"Collar Enchapado en Oro Diseño Eslabón Ovalado con Colgante Silueta de Oso y Circones de Colores";"Collares Enchapado";16500;6
31203;"Pulsera de Plata 925 Diseño Mariposa de Ópalo con Circones";"Pulsera con Circón";8300;12
31204;"Pulsera de Plata 925 Diseño Eslabón con Colgantes Corazones Esmaltados de Colores";"Pulsera de Plata";11300;12
31200;"Aros Enchapados en Oro Diseño Media Perla";"Enchapado en Oro";2300;35
31201;"Pulsera Enchapada en Oro Diseño Eslabón con China de Circones de Colorres y Broche Corazón";"Pulseras Enchapado";7000;28
31195;"Collar de Plata 925 Diseño Serie de Varitas , Pequeñas Esferas Lisas y Perlas de Río 100 cm";"Collares de Plata";38100;24
31196;"Aros Enchapados en Plata Diseño Argollas Lisa Bordes Redondeados";"Enchapado en Plata";6700;19
31197;"Conjunto de Plata 925 Diseño Flor con Circón";"Conjuntos de Plata";11200;48
31199;"Aros Enchapados en Oro Diseño Mariposa Esmaltada color Lavanda";"Enchapado en Oro";3700;11
31179;"Aros Enchapados en Oro Diseño Mariposa Calada de Pequeños Circones de Colores";"Enchapado en Oro";3500;15
31180;"Anillo de Plata 925 Colibrí de Circón";"Anillo Circón";7000;61
31178;"Aros Enchapados en Plata Diseño Argollas Triple Banda Lisa";"Enchapado en Plata";8000;13
31173;"Aros Enchapados en Oro Diseño Mariposa Calada de Circones de Colores";"Enchapado en Oro";2800;23
31174;"Aros Enchapados en Oro Diseño Libélula con Circones de Colores";"Enchapado en Oro";3800;21
31175;"Aros Enchapados en Oro Diseño Mariposa Placa verde";"Enchapado en Oro";3700;21
31176;"Aros Enchapados en Oro Diseño Mariposa Placa Color Marfil";"Enchapado en Oro";3700;35
31177;"Aros Enchapados en Oro Diseño Chinita de Colores con Circones";"Enchapado en Oro";5000;40
31171;"Aros Enchapados en Oro Diseño Circón con Mariposa Horizontal";"Enchapado en Oro";3500;43
31172;"Aros Enchapados en Oro Diseño Seta de Circón con Circones de Colores";"Enchapado en Oro";3800;56
31168;"Colgante de Plata 925 Diseño Luna Calada Lisa";"Colgante Plata Lisa";2200;16
31163;"Colgante de Plata 925 Diseño Luna Calada con Serie de Circones";"Colgante Circón";4300;53
31165;"Pulsera de Plata 925 Diseño Cristales Tornasol y Lunas Lisas Caladas";"Pulsera de Plata";11000;46
31166;"Aros de Plata 925 Diseño Mariposa Lisa con Circones";"Aro de Plata Pegados";4800;37
31167;"Colgante de Plata 925 Diseño Flor Calada Lisa";"Colgante Plata Lisa";1900;45
31160;"Aros de Plata 925 Estilo Trepador Triple Estrellas Lisas";"Aro Circón Pegados";6300;43
31161;"Aros de Plata 925 Figura Corazón de Circones con Pequeña Mariposa";"Aro Circón Pegados";5000;56
31162;"Collar de Plata 925 Piedras Ágatas con Esferas Lisas";"Collares de Piedra";10000;18
31158;"Aros de Plata 925 Diseño Cadena con Serie de Cristales Negros y Trébol";"Aros de Plata Largos";4900;47
31159;"Aros de Plata 925 Diseño Flor de Petalos Lisos con Circón";"Aro Circón Pegados";4600;75
31153;"Aros de Plata 925 Argollas Broche Criollo con Flor de Circones de Colores";Argollas;9400;28
31154;"Aros de Plata 925 Diseño Colibrí Circón";"Aro Circón Pegados";4400;25
31156;"Aros de Plata 925 Libélulas con Circones de Colores";"Aro Circón Pegados";4200;4
31157;"Aros de Plata 925 Diseño Cubos de Cristal Celeste";"Aro de Plata Pegados";2600;78
31151;"Conjunto de Plata 925 Diseño Flor con Circones de Colores";"Conjuntos de Plata";8300;47
31152;"Pulsera de Plata 925 Diseño Flor con Circones de Colores y Pequeños Circones";"Pulsera con Circón";7500;50
31148;"Collar de Plata 925 Estilo Circones de Colores";"Collares con Circón";10600;21
31149;"Colgante de Plata 925 Diseño Trébol con Circones Esmeralda y Rojo Cereza";"Colgante Circón";5300;44
31150;"Collares de Plata 925 Serie de Circones";"Collares con Circón";7800;59
31143;"Pulsera de Plata 925 Cinturon de Circones de Colores";"Pulsera con Circón";30200;36
31144;"Aros de Plata 925 Estilo Trepador con Serie de Circones de Colores";"Aro de Plata Pegados";5500;6
31145;"Aros de Plata 925 Argollas con Microcircones y Pequeño Circón Rubí";Argollas;5400;26
31146;"Aros de Plata 925 Piercing de Tope Diseño Corazón Alado";Piercing;5500;29
31147;"Aros de Plata 925 Cactus de Ópalo Australiano y Microcircones";"Aro de Plata Pegados";4800;12
31138;"Aros de Plata 925 Diseño Corazón de Circones con Perla Imitación";"Aro Circón Pegados";6100;55
31139;"Collar de Plata 925 Diseño Perlas Imitación Ovaladas";"Collares de Plata";10300;99
31140;"Pulsera de Plata 925 Diseño Eslabón con Serie de Perlas Imitación";"Pulsera de Plata";7600;62
31141;"Aros de Plata 925 Diseño Cadena con Serie de Perlas Imitación";"Aros de Plata Largos";5900;22
31142;"Conjunto de Plata 925 Diseño Flor de Circones con Perlas Imitación";"Conjuntos de Plata";16400;32
31135;"Aros de Plata 925 Diseño Estrella con Circones y Perla Imitación";"Aro Circón Pegados";6100;1
31136;"Aros de Plata 925 Gota de Circón con Colgante de Perla Imitación";"Aros de Perla";10100;35
31137;"Aros de Plata 925 Diseño Flor de Circones con Perla Imitación";"Aro Circón Pegados";7500;23
31133;"Aros de Plata 925 Estilo Gancho Catalán con Perla Imitación";Argollas;6100;19
31134;"Aros de Plata 925 Serie de Circones y Perla Imitación";"Aro Circón Pegados";10800;40
31128;"Collar de Plata 925 Perla con Pequeño Circón Cuadrado";"Collares con Circón";10300;61
31129;"Conjunto de Plata 925 Diseño Perlas de Imitación con Circones";"Conjuntos de Plata";10000;47
31130;"Collar de Plata 925 Diseño Lazo de Circones y Perla Imitación";"Collares con Circón";8400;41
31131;"Aros de Plata 925 Diseño Varita con Delicados Circones y Perla Imitación";"Aro de Plata Pegados";8700;43
31132;"Collar de Plata 925 Diseño Círculo con Circones y Perla Imitación";"Collares con Circón";9800;29
31127;"Aros de Plata 925 Diseño Perla y Circón Cuadrado";"Aro de Plata Pegados";5200;68
31123;"Aros de Plata 925 Perlas y Circones";"Aros de Perla";6100;57
31124;"Aros de Plata 925 Diseño Cadena con Colgante Perla Imitación";"Aros de Plata Largos";19700;25
31125;"Aros de Plata 925 Estilo Círculo con Micro Circones y Pequeña Perla Imitación";"Aro Circón Pegados";5200;49
31126;"Aros de Plata 925 Argollas Serie de Flores con Microcircones y Perlas";Argollas;10300;48
31119;"Aros Enchapados en Oro Diseño Esfera Satinada 4 mm";"Enchapado en Oro";1800;221
31120;"Aros Enchapados en Oro Diseño Placa Lisa con Colgante Corazón de Circones";"Enchapado en Oro";5500;24
31121;"Aros Enchapados en Oro Diseño Triangular Calado con Circones";"Enchapado en Oro";6200;40
31122;"Aros Enchapados en Oro Diseño Ovalado Liso con Broche Criollo";"Enchapado en Oro";3600;85
31118;"Aros Enchapados en Plata Diseño Doble Triangular Satinado";"Enchapado en Oro";8000;26
31113;"Pulsera Enchapada en Oro Diseño Eslabón Cuadrado con Esferas Lisas";"Enchapado en Oro";6200;35
31114;"Aros Enchapados en Oro Diseño Argollas Lisas 32 mm";"Enchapado en Oro";4700;5
31115;"Aros Enchapados en Oro Diseño Semi Argollas Cuadradas con Circones";"Enchapado en Oro";6000;37
31116;"Collar Enchapado en Oro Cadena Eslabón Cuadrado con Esferas Lisas";"Enchapado en Oro";11000;35
31117;"Collar Enchapado en Oro Diseño Gota Irregular con Esmaltado Blanco";"Enchapado en Oro";9500;34
31111;"Aros Enchapados en Plata Diseño Placa Circular Satinada";"Enchapado en Plata";4000;16
31112;"Aros Enchapados en Plata Diseño Argollas Lisas con Broche Criollo";"Enchapado en Plata";4200;56
31108;"Aros Enchapados en Oro Diseño Corazón Esmaltado Rosado";"Enchapado en Oro";3500;46
31109;"Aros Enchapados en Oro Diseño Botón Perla Imitación 7 mm";"Enchapado en Oro";2500;95
31110;"Aros Enchapados en Oro Diseño Esfera Lisa 3.5 mm";"Enchapado en Oro";2000;182
31103;"Aros Enchapados en Oro Diseño Corazón Fundido con Aplicación Circón";"Enchapado en Oro";5800;33
31104;"Aros Enchapados en Plata Diseño Argollas Entorchadas Satinadas y Lisas con Broche Criollo";"Enchapado en Plata";6500;61
31105;"Aros Enchapados en Oro Diseño Semi Argollas Caladas con Aplicaciones de Circón";"Enchapado en Oro";4800;63
31106;"Aros Enchapados en Oro Diseño Argollas Lisas de Borde Cuadrado con Broche Criollo";"Enchapado en Oro";8000;41
31107;"Aros Enchapados en Oro Diseño Semi Argolla Multi Banda Anudada con Aplicaciones de Circón";"Enchapado en Oro";8200;33
31098;"Aros Enchapados en Plata Diseño Gota Irregular con Aplicación Circón";"Enchapado en Plata";4000;19
31099;"Collar Enchapado en Oro Diseño Irregular con Esmaltado Negro";"Enchapado en Oro";9500;17
31100;"Aros Enchapados en Oro Diseño Argollas Caladas con Serie de Circones";"Enchapado en Oro";7000;24
31101;"Aros Enchapados en Oro Diseño Curvo con Serie de Circones";"Enchapado en Oro";4000;62
31102;"Aros Enchapados en Oro Diseño Argollas Anudadas con Broche Criollo";"Enchapado en Oro";10000;18
31094;"Aros Enchapados en Oro Diseño Botón Perla Imitación";"Enchapado en Oro";3700;19
31096;"Aros Enchapados en Oro Diseño Argollas Lisas 36 mm";"Enchapado en Oro";8700;25
31097;"Aros Enchapados en Oro Diseño Punto de Luz 8 mm";"Enchapado en Oro";4500;34
31093;"Aros Enchapados en Plata Diseño Flor de Circones con Gancho Catalán";"Enchapado en Plata";6000;10
31090;"Anillo Enchapado en Oro Diseño Cadena con Circón Azul y Serie de Circones Tradicionales";"Enchapado en Oro";6500;14
31091;"Anillo Enchapado en Oro Diseño Circón Verde con Circones Tradicionales";"Enchapado en Oro";7000;15
31092;"Anillo Enchapado en Oro Diseño Flor de Circón Azul con Circones Tradicionales";"Enchapado en Oro";6500;28
31086;"Insumos Enchapados en Oro Canutitos Satinados Cuadrados Set 4 Unidades";"Enchapado en Oro";3300;17
31087;"Anillo de Plata 925 Diseño Inflado Cuadrado con Relieve";"Anillos de Plata Lisa";16500;14
31088;"Anillo de Plata 925 Diseño Circón con Infinito de Serie de Circones y Lámina de Oro";"Anillo Plata con Oro";12000;8
31089;"Anillo de Plata 925 Diseño Estilo Solitario con Lamina de  Oro y Serie de Circones";"Anillo Plata con Oro";12000;22
31085;"Pulsera de Plata 925 Modelo para Dedo con Serie de Circones";"Pulsera con Circón";10300;53
31082;"Insumos Enchapados en Oro Canutitos Cuadrados Lisos Set 4 Unidades";"Enchapado en Oro";3300;34
31083;"Aros Enchapados en Oro Semi Argolla Multibanda de Circones";"Enchapado en Oro";8400;28
31084;"Insumos de Plata 925 Barrilitos Chatos para Separación Set 10 Unidades";"Insumos de Plata";1500;112
31078;"Insumos de Plata 925 Esferas Lisas  6 mm (5 uni)";"Insumos de Plata";3800;156
31079;"Insumos de Plata 925 Tubo para Ensamblar 20 mm x 2 Set de 5 Unidades";"Insumos de Plata";3400;157
31080;"Insumo de Plata 925 Diseño Cilindro Liso (Set de 5 Unidades)";"Insumos de Plata";2400;185
31076;"Collar de Plata 925 Diseño Mostacillas Ovaladas";"Collares de Plata";34300;18
31071;"Collar Enchapado en Plata Diseño Eslabón con Broche Corazón";"Enchapado en Plata";9000;22
31072;"Aros Enchapados en Plata Diseño Semi Argolla Serie de Óvalos Lisos y con Circones";"Enchapado en Plata";4500;21
31073;"Pulsera de Plata 925 Diseño Corazones de Circón Swarovski Elements";"Pulsera con Circón";19600;11
31074;"Collar Enchapado en Oro Cadena Varitas con Colgante Corazón Circón";"Enchapado en Oro";8000;29
31070;"Anillo de Plata 925 Estilo Solitario Circón con Grifa";"Anillo Circón";5300;15
31068;"Anillo de Plata 925 Diseño Liso de Serpiente";"Anillos de Plata Lisa";4000;97
31069;"Anillo de Plata 925 Diseño Serpiente Enroscada con Aplicación de Circones";"Anillo Circón";7200;19
31067;"Anillo de Plata 925 Diseño Corazón";"Anillos de Plata Lisa";6500;26
31063;"Anillo de Plata 925 Estilo Mickey Mouse de Circones";"Anillo Circón";5200;45
31064;"Anillo de Plata 925 Diseño Multi Banda con Serie de Circones de Colores";"Anillo Circón";12300;70
31065;"Anilllo de Plata 925 Diseño Liso con Circunferencias Giratorias";"Anillos de Plata Lisa";6300;18
31066;"Anillo de Plata 925 Estilo Solitario Liso con Circón";"Anillo Circón";6200;59
31058;"Anillo de Plata 925 Serie Pequeños Corazones con Circones de Colores";"Anillo Circón";4100;31
31060;"Anillo de Plata 925 Diseño Hello Kitty de Circones";"Anillo Circón";5200;37
31061;"Anillo de Plata 925 Estilo Solitario con Circón";"Anillo Circón";6900;46
31062;"Anillo de Plata 925 Diseño con Circones de Colores";"Anillo Circón";6200;72
31053;"Aros Enchapados en Oro Diseño ""Aji"" con Pequeños Circones Magenta";"Enchapado en Oro";3700;19
31054;"Pulsera de Plata 925 Diseño Pequeñas Varitas con Esferas Lisas";"Pulsera de Plata";3200;124
31055;"Collar de Plata 925 Punto de Luz 6 mm";"Collares con Circón";6900;111
31056;"Anillo de Plata 925 Gran Circón Cuadrado Lavanda";"Anillo Circón";10700;47
31057;"Anillo de Plata 925 Diseño Rectangular con Circón";"Anillo Circón";8200;55
31047;"Aros de Plata 925 Diseño Argolla Semi Circular Triple Banda con Circón y Lisa";Argollas;10800;74
31049;"Aros de Plata 925 Diseño Argolla con Serie de Circones y Colgante de Péndulo con Circones";"Argollas con Colgantes";6900;34
31050;"Aros de Plata 925 Diseño Argolla con Doble Banda de Circones y Calados";Argollas;9300;69
31042;"Aros de Plata 925 Semi Argollas con Circones";Argollas;8200;42
31043;"Aros de Plata 925 Argollas Rectangular Calada con Circones";Argollas;13000;62
31044;"Aros de Plata 925 Diseño Argolla Lisa Doble Banda";Argollas;10400;51
31045;"Aros de Plata 925 Argolla con Banda Lisa y Texturizada";Argollas;4800;49
31046;"Aros de Plata 925 Argolla Triple Banda Texturada y Lisa";Argollas;6200;66
31039;"Anillo de Plata 925 Diseño Calado Semi Abierto con Serie de Circones";"Anillo Circón";12300;43
31040;"Anillo de Plata 925 Diseño Cadena con Circón";"Anillo Circón";11800;45
31041;"Anillo de Plata 925 Diseño Liso con Ondas";"Anillos de Plata Lisa";7100;22
31038;"Anillo de Plata 925 Serie de Circones";"Anillo Circón";4100;24
31033;"Collar Enchapado en Oro Diseño Nácar con Mostacillas Cilindricas";"Enchapado en Oro";12000;17
31034;"Anillo de Plata 925 Diseño Gota Esmeralda con Microcircones";"Anillo Circón";8200;45
31035;"Anillo de Plata 925 Diseño Trío de Circones con Microcircones";"Anillo Circón";11100;44
31036;"Anillo de Plata 925 Diseño Estrella con Micro Circones  y Circones Azules Ovalados";"Anillo Circón";5700;27
31037;"Anillo de Plata 925 Diseño Ancho Ondulado con Circones";"Anillo Circón";17000;47
31030;"Insumo Enchapado en Oro Diseño Cactus de Circones";"Enchapado en Oro";2100;39
31031;"Insumo Enchapado en Oro Diseño Cerezas de Circones Magenta";"Enchapado en Oro";1300;130
31028;"Insumo Enchapado en Oro Diseño Árbol de la Vida";"Enchapado en Oro";2000;22
31029;"Aros Enchapados en Oro Diseño Irregular con Esmaltado Blanco";"Enchapado en Oro";5300;35
31023;"Insumo Enchapado en Oro Diseño Huella con Circones de Colores";"Enchapado en Oro";2800;46
31024;"Insumo Enchapado en Oro Diseño Pluma Calada con Aplicación de Circones";"Enchapado en Oro";2300;44
31025;"Insumo Enchapado en Oro Diseño Círculo Irregular con Circones";"Enchapado en Oro";3000;39
31026;"Insumo Enchapado en Oro Diseño Cruz con Circones";"Enchapado en Oro";2200;38
31027;"Insumo Enchapado en Oro Diseño Arcoíris con Circones de Colores";"Enchapado en Oro";1600;28
31022;"Insumo Enchapado en Oro Diseño Copa de Circones";"Enchapado en Oro";2500;45
31018;"Insumos Enchapado en Oro Mariposa Calada con Circones";"Enchapado en Oro";2500;43
31019;"Aros Enchapado en Oro Figura Irregular Esmaltada de Color Negro";"Enchapado en Oro";5300;56
31020;"Insumo Enchapado en Oro Diseño Herradura con Serie de Circones";"Enchapado en Oro";1500;38
31021;"Insumo Enchapado en Oro Cruz con Serie de Circones";"Enchapado en Oro";2500;44
31013;"Anillo de Plata 925 Multi Banda de Circones y Aplicación de Microcircones";"Anillo Circón";10600;43
31017;"Pulsera de Plata 925 Macramé Roja y Esferas";"Pulsera Macramé Hilo";5900;19
31011;"Insumos de Plata 925 Set Mini Argollas 4 mm (10 uni)";"Insumos de Plata";3300;80
31012;"Insumos Enchapados en Plata Diseño Argollas 14 mm";"Enchapado en Plata";1300;83
31010;"Insumos de Plata 925 Esferas Satinadas 4 mm (10 uni)";"Insumos de Plata";3500;34
31008;"Collar Enchapado en Oro Diseño Cadena con Broche Corazón Irregular Calado";"Enchapado en Oro";10500;29
31009;"Pulsera Enchapado en Oro Diseño Cadena con Broche Corazón Irregular Calado";"Enchapado en Oro";5500;32
31002;"Aros de Plata 925 Argollas con Circones de Colores";Argollas;7200;50
31003;"Aros de Plata 925 Argollas con Delicado Circón Ovalado Azul";Argollas;5400;9
31004;"Aros de Plata 925 Argollas Micro Circones con Colgante Cruz";"Argollas con Colgantes";7400;39
31006;"Aros de Plata 925 Argollas Broche Criollo Semi Trenzadas con Circones";Argollas;16200;33
31001;"Aros de Plata 925 Argollas Trío de Flores con Circón";Argollas;6800;18
30997;"Aros de Plata 925 Argollas con Circón Diseño Cuadrado";Argollas;5100;11
30998;"Aros de Plata 925 Argollas con Aplicación Trío Circones";Argollas;7000;39
31000;"Aros de Plata 925 Argollas con Circones y Pequeños Corazones Colgantes";"Argollas con Colgantes";7500;26
30995;"Aros Enchapado en Oro Diseño Argolla con Ovalo Verde  29 mm";"Enchapado en Oro";5200;21
30989;"Anillo Enchapado en Oro Diseño Triple Banda con Estrella Lisa y Delicado Circón";"Enchapado en Oro";4200;6
30990;"Anillo Enchapado en Oro Diseño Abierto con Corazón Liso y Pequeño Circón";"Enchapado en Oro";3000;8
30991;"Anillo de Plata 925 Diseño Estilo Solitario con Lámina de Oro y Serie de Circones";"Anillo Plata con Oro";12000;9
30987;"Anillo de Plata 925 Diseño Abierto Multibandas Lisas y Esferas";"Anillo MIDI Falange";10200;24
30983;"Collar Enchapado en Oro Cadena Varitas Diseño Placa Biselada e Incrustaciones de Circones y Dijes Tribales con Gota de Circón";"Enchapado en Oro";14500;28
30984;"Collar de Plata 925  Diseño Cinta";"Colgante Plata Lisa";30500;8
30985;"Anillo de Plata 925 Modelo Biselado Estilo Candado con Circones";"Anillo Circón";5900;70
30986;"Anillo de Plata 925 Diseño Cadena con Serie de Circones";"Anillos de Plata Lisa";7200;44
30979;"Pulsera de Plata 925 Diseño Esfera Ovalada Calada con Esferas Lisas";"Pulsera de Plata";18300;38
30980;"Pulsera de Plata 925 Diseño Flores Lisas con Esferas";"Pulsera de Plata";18300;23
30976;"Anillo de Plata 925 Diseño Irregular";"Anillos de Plata Lisa";12700;39
30977;"Anillo de Plata 925 Triple Banda Circones, Esferas y Plata Lisa";"Anillo Circón";13500;12
30974;"Aros Enchapados en Oro Diseño Irregular Calado con Relieve";"Enchapado en Oro";7000;48
30975;"Aros Enchapados en Oro Estilo Cuff Diseño Abierto Doble Banda Corazón Irregular y Punta de Circón Corazón";"Enchapado en Oro";6500;8
30969;"Collar Enchapado en Oro Diseño Eslabón con Esferas Lisas";"Enchapado en Oro";13000;9
30970;"Pulsera Enchapado en Oro Diseño Corazón Colgante Verde con Broche Timón";"Enchapado en Oro";11800;8
30971;"Collar Enchapado en Oro Diseño Eslabón con Broche Corazón";"Enchapado en Oro";58800;1
30972;"Collar Enchapado en Oro Diseño Eslabón con Broche Timón";"Enchapado en Oro";10500;53
30973;"Collar Enchapado en Oro Diseño Cristales Color Tierra con Colgante Relicario";"Enchapado en Oro";11500;10
30968;"Conjunto de Plata 925 Diseño Perlas de Río con Flores Lisas";"Conjuntos de Plata";28000;17
30964;"Collar Enchapado en Oro Doble con Ágatas, Cadena y Colgante Corazón Calado con Circones de Colores";"Enchapado en Oro";15000;28
30965;"Colgante Enchapado en Oro Figura Irregular Calada con Circón Tradicional";"Enchapado en Oro";6500;22
30966;"Anillo de Plata 925 Diseño Midi Multi Banda Lisa y Anudada";"Anillo MIDI Falange";3000;38
30967;"Conjunto de Plata 925 Diseño Óvalos Lisos";"Conjuntos de Plata";36000;13
30960;"Pulsera de Plata 925 Diseño Eslabón con Broche Timón y Dijes de Estrella Luna Candado Corazón y Cruz";"Pulsera de Plata";21800;38
30961;"Pulsera de Plata 925 Diseño Eslabón con Triple Corazón de Circones";"Pulsera con Circón";13900;40
30962;"Pulsera de Plata 925 Diseño Figuras Lisas";"Pulsera de Plata";7300;46
30963;"Collar Echapado en Oro Ágata Color Tierra y Colgante Corazón Circón Esmeralda";"Enchapado en Oro";14000;6
30959;"Pulsera de Plata 925 Diseño Eslabón Ovalados con Colgantes de Esfera y Flores";"Pulsera de Plata";13600;46
30954;"Collar de Plata 925 Delicada Cruz con Circones";"Collares con Circón";7000;20
30956;"Aros de Plata 925 Diseño Cadena con Serie de Circones";"Aros Circón Largo";10200;38
30957;"Aros de Plata 925 Colibrí con Circón";"Aro de Plata Pegados";5600;82
30958;"Aros de Plata 925 Estilo Trepador con Diseño Estrella Fugaz Lisa con Circón";"Aros Trepadores y Cuff";5400;76
30947;"Aros de Plata 925 Estilo Gancho Catalán con Figura Mariposa con Circones";Argollas;6400;32
30948;"Aros de Plata 925 Diseño Arco de Ópalo Australiano con Nubes";"Aro de Plata Pegados";4600;22
30950;"Colgante de Plata 925 Diseño Minnie Mouse con Circones";"Colgante Circón";4400;26
30946;"Aros de Plata 925 Diseño Mariposa Esmaltada en Tonos Rosa y Rojo";"Aro de Plata Pegados";2200;94
30941;"Aros de Plata 925 Diseño Liso Corona";"Aro de Plata Pegados";2800;97
30942;"Aros de Plata 925 Diseño Argollas con Margarita Esmaltada Verde";"Argollas con Colgantes";3000;40
30943;"Aros de Plata 925 Diseño Flor";"Argollas con Colgantes";1700;3
30944;"Aros de Plata 925 Diseño Argolla con Margarita Esmaltada Rojo";"Argollas con Colgantes";3000;58
30937;"Aros de Plata 925 Diseño Pato Esmaltado Blanco";"Aro de Plata Pegados";2300;109
30938;"Aros de Plata 925 Diseño Unicornio Esmaltado de Colores";Argollas;2700;53
30939;"Aros de Plata 925 Diseño Seta";"Aro de Plata Pegados";1800;50
30930;"Aros de Plata 925 Diseño Chinita con Circones";"Aro Circón Pegados";4100;25
30931;"Aros de Plata 925 Argollas Estilo Gancho Catalán con Minnie Mouse";"Argollas con Colgantes";7600;21
30932;"Aros de Plata 925 Diseño Cara Feliz";"Aro de Plata Pegados";2500;91
30933;"Colgante de Plata 925 Diseño Placa con Angel";"Colgantes de Placa";2000;18
30922;"Aros Enchapado en Oro Estilo Mickey Mouse con Circones";"Enchapado en Oro";4500;30
30915;"Colgante Enchapado en Oro Diseño Huella con Circones";"Enchapado en Oro";3500;25
30916;"Anillo de Plata 925 Diseño Semi Abierto con Trebol de Nacár y Circón";"Anillo Circón";7100;60
30917;"Anillo de Plata 925 Diseño Calado con Serie de Circones y Colgantes Corazón ""Love"" y Rombo";"Anillo Circón";13000;45
30914;"Pulsera de Plata 925 Diseño Infinito de Circones, Corazón Calado Liso y Trébol Liso";"Pulsera con Circón";8000;47
30911;"Colgante de Plata 925 Diseño Cruz de Circones";"Colgante Cruz";3800;28
30912;"Colgante de Plata 925 Diseño Cruz con Serie de Circones";"Colgante Cruz";5100;33
30913;"Colgante de Plata 925 Diseño Doble Cruz Lisa y con Circones";"Colgante Cruz";6500;47
30907;"Colgante Enchapado en Oro Gato con Laso Coquette y Circón Magenta";"Enchapado en Oro";3200;33
30908;"Colgante Enchapado en Oro Perro con Collar de Circones";"Enchapado en Oro";3200;44
30909;"Colgante Enchapado en Oro Diseño Perro con Aplicación de Circones";"Enchapado en Oro";4700;45
30910;"Anillo de Plata 925 Triple Banda Lisa Ondeada";"Anillos de Plata Lisa";9200;49
30906;"Colgante Enchapado en Oro Colgante Gato Calado con Circón Tradicional";"Enchapado en Oro";3600;28
30904;"Aros de Plata 925 Diseño Envejecido con Rostro de Perro";"Aro de Plata Pegados";4400;42
30900;"Aros de Plata 925 Diseño Gato de Circones";"Aro Circón Pegados";4100;98
30901;"Colgante de Plata 925 Diseño Corazón con Huellas";"Colgantes de Placa";2900;38
30902;"Aros de Plata 925 Argolla con Colgante Gato";"Argollas con Colgantes";2900;87
30896;"Colgante de Plata 925 Diseño Liso Gato Calado";"Colgante Plata Lisa";3300;47
30897;"Colgante de Plata 925 Diseño Perro Calado Colgante con Circones";"Colgante Circón";3200;12
30898;"Colgante de Plata 925 Diseño Noche de Luna con Perro y Gato";"Colgantes de Placa";8500;41
30894;"Aros de Plata 925 Diseño Gato Calado con Relieves";"Aros de Plata Largos";11500;50
30895;"Aros de Plata 925 Diseño Corazón con Pareja de Gatos";"Aros de Plata Largos";11000;58
30889;"Pulsera de Plata 925 Diseño Eslabón Infinito con Trébol Calado de Circones";"Pulsera con Circón";16300;48
30890;"Colgante de Plata 925 Diseño Liso Perro con Serie de Circones";"Colgante Circón";3400;40
30891;"Aros de Plata 925 Diseño Gato Coquette y Serie de Circones";"Aro Circón Pegados";6500;57
